                             Struthionidae, Strutsar
Galloperdix bicalcarata    Sri Lanka Spurfowl              Ceylonsporrhöna
Ithaginis cruentus         Blood Pheasant                  Blodfasan
Tragopan melanocephalus    Western Tragopan                Västlig tragopan
Tragopan satyra            Satyr Tragopan                  Satyrtragopan
Tragopan blythii           Blyth's Tragopan                Gråbukad tragopan
Tragopan temminckii        Temminck's Tragopan             Temmincks tragopan
Tragopan caboti            Cabot's Tragopan                Beige tragopan
Pucrasia macrolopha        Koklass Pheasant                Koklassfasan
Lophophorus impejanus      Himalayan Monal                 Himalayamonal
Lophophorus sclateri       Sclater's Monal                 Vitstjärtad monal
Lophophorus lhuysii        Chinese Monal                   Kinesisk monal
Gallus gallus              Red Junglefowl                  Röd djungelhöna
Gallus lafayetii           Sri Lanka Junglefowl            Singalesisk bankivahöna
Gallus sonneratii          Grey Junglefowl                 Grå bankivahöna
Gallus varius              Green Junglefowl                Grön bankivahöna
Lophura leucomelanos       Kalij Pheasant                  Kalijfasan
Lophura nycthemera         Silver Pheasant                 Silverfasan
Lophura imperialis         Imperial Pheasant               Kejsarfasan
Lophura edwardsi           Edwards's Pheasant              Edwardfasan
Lophura hatinhensis        Vietnamese Pheasant             Vietnamfasan
Lophura swinhoii           Swinhoe's Pheasant              Swinhoefasan
Lophura inornata           Salvadori's Pheasant            Salvadorifasan
Lophura erythrophthalma        Crestless Fireback           Släthuvad eldrygg
Lophura ignita                 Crested Fireback             Tofseldrygg
Lophura diardi                 Siamese Fireback             Siamesisk eldrygg
Lophura bulweri                Bulwer's Pheasant            Bulwerfasan
Crossoptilon crossoptilon      White Eared-Pheasant         Vit öronfasan
Crossoptilon harmani           Tibetan Eared-Pheasant       Tibetansk öronfasan
Crossoptilon mantchuricum      Brown Eared-Pheasant         Brun öronfasan
Crossoptilon auritum           Blue Eared-Pheasant          Blå öronfasan
Catreus wallichii              Cheer Pheasant               Klippfasan
Syrmaticus ellioti             Elliot's Pheasant            Elliotfasan
Syrmaticus humiae              Hume's Pheasant              Humes fasan
Syrmaticus mikado              Mikado Pheasant              Mikadofasan
Syrmaticus soemmerringii       Copper Pheasant              Kopparfasan
Syrmaticus reevesii            Reeves's Pheasant            Kungsfasan
Phasianus colchicus            Common Pheasant              Fasan
Phasianus versicolor           Green Pheasant               Grön fasan
Chrysolophus pictus            Golden Pheasant              Guldfasan
Chrysolophus amherstiae        Lady Amherst's Pheasant      Diamantfasan
Polyplectron chalcurum         Sumatran Peacock-Pheasant    Sumatrapåfågelfasan
Polyplectron inopinatum        Mountain Peacock-Pheasant    Bergspåfågelfasan
Polyplectron germaini          Germain's Peacock-Pheasant   Germains påfågelfasan
Polyplectron bicalcaratum      Grey Peacock-Pheasant        Grå påfågelfasan
Polyplectron katsumatae        Hainan Peacock-Pheasant      Hainanfasan
Polyplectron malacense         Malayan Peacock-Pheasant     Malajpåfågelfasan
Polyplectron schleiermacheri   Bornean Peacock-Pheasant     Borneopåfågelfasan
Polyplectron napoleonis        Palawan Peacock-Pheasant     Palawanpåfågelfasan
Rheinardia ocellata            Crested Argus                Tofsargusfasan
Argusianus argus               Great Argus                  Större argusfasan
Pavo cristatus                 Common Peafowl               Påfågel
Pavo muticus                   Green Peafowl                Grön påfågel
Afropavo congensis             Congo Peacock                Kongopåfågel
Agelastes niger                Black Guineafowl             Svart pärlhöna
Agelastes meleagrides          White-breasted Guineafowl    Kalkonpärlhöna
Numida meleagris              Helmeted Guineafowl         Hjälmpärlhöna
Guttera plumifera             Plumed Guineafowl           Plympärlhöna
Guttera pucherani             Crested Guineafowl          Tofspärlhöna
Acryllium vulturinum          Vulturine Guineafowl        Gampärlhöna
                              Spheniscidae, Pingviner
Aptenodytes patagonicus       King Penguin                Kungspingvin
Aptenodytes forsteri          Emperor Penguin             Kejsarpingvin
Pygoscelis papua              Gentoo Penguin              Åsnepingvin
Pygoscelis adeliae            Adélie Penguin              Adeliepingvin
Pygoscelis antarcticus        Chinstrap Penguin           Hakremspingvin
Eudyptes chrysocome           Rockhopper Penguin          Klipphopparpingvin
Eudyptes pachyrhynchus        Fiordland Penguin           Nya Zeelandtofspingvin
Eudyptes robustus             Snares Penguin              Snaretofspingvin
Eudyptes sclateri             Erect-crested Penguin       Sclaters tofspingvin
Eudyptes chrysolophus         Macaroni Penguin            Macaronipingvin
Eudyptes schlegeli            Royal Penguin               Kungstofspingvin
Megadyptes antipodes          Yellow-eyed Penguin         Gulögd pingvin
Eudyptula minor               Little Penguin              Dvärgpingvin
Spheniscus demersus           Jackass Penguin             Sydafrikansk pingvin
Spheniscus humboldti          Humboldt Penguin            Humboldtpingvin
Spheniscus magellanicus       Magellanic Penguin          Magellanpingvin
Spheniscus mendiculus         Galapagos Penguin           Galapagospingvin
                              Lommar, Gaviidae
Gavia   stellata              Red-throated Loon           Smålom
Gavia   arctica               Black-throated Loon         Storlom
Gavia   pacifica              Pacific Loon                Stillahavslom
Gavia   immer                 Great Northern Loon         Svartnäbbad islom
Gavia   adamsii               Yellow-billed Loon          Vitnäbbad islom
                              Podicepididae, Doppingar
Rollandia rolland             White-tufted Grebe          Vittofsad dopping
Rollandia microptera          Titicaca Flightless Grebe   Titicacadopping
Tachybaptus novaehollandiae   Australasian Grebe          Australisk smådopping
Tachybaptus ruficollis        Little Grebe                Smådopping
Tachybaptus pelzelnii         Madagascar Grebe             Madagaskarsmådopping
Tachybaptus dominicus         Least Grebe                  Dvärgdopping
Podilymbus podiceps           Pied-billed Grebe            Tjocknäbbad dopping
Poliocephalus poliocephalus   Hoary-headed Grebe           Gråhuvad dopping
Poliocephalus rufopectus      New Zealand Grebe            Maoridopping
Podiceps major                Great Grebe                  Stordopping
Podiceps auritus              Horned Grebe                 Svarthakedopping
Podiceps grisegena            Red-necked Grebe             Gråhakedopping
Podiceps cristatus            Great Crested Grebe          Skäggdopping
Podiceps nigricollis          Black-necked Grebe           Svarthalsad dopping
Podiceps occipitalis          Silvery Grebe                Silverdopping
Podiceps taczanowskii         Puna Grebe                   Punadopping
Podiceps gallardoi            Hooded Grebe                 Kamdopping
Aechmophorus occidentalis     Western Grebe                Svartbrynad svandopping
Aechmophorus clarkii          Clark's Grebe                Vitbrynad svandopping
                              Diomedeiadae, Albatrosser
Diomedea exulans              Wandering Albatross          Vandringsalbatross
Diomedea amsterdamensis       Amsterdam Island Albatross   Amsterdamalbatross
Diomedea epomophora           Royal Albatross              Kungsalbatross
Phoebastria irrorata          Waved Albatross              Galapagosalbatross
Phoebastria albatrus          Short-tailed Albatross       Gulnackad albatross
Phoebastria nigripes          Black-footed Albatross       Svartfotad albatross
Phoebastria immutabilis       Laysan Albatross             Laysanalbatross
Thalassarche melanophris      Black-browed Albatross       Svartbrynad albatross
Thalassarche cauta            Shy Albatross                Gråkindad albatross
Thalassarche chrysostoma      Grey-headed Albatross        Gråhuvad albatross
Thalassarche chlororhynchos   Yellow-nosed Albatross       Gulnäbbad albatross
Thalassarche bulleri          Buller's Albatross           Vitpannad albatross
Phoebetria fusca              Sooty Albatross              Vanlig sotalbatross
Phoebetria palpebrata         Light-mantled Albatross      Ljusryggad sotalbatross
                              Procelariidae, Stormfåglar
Macronectes giganteus         Antarctic Giant-Petrel       Sydlig jättestormfågel
Macronectes halli             Hall's Giant-Petrel          Nordlig jättestormfågel
Fulmarus glacialoides          Southern Fulmar         Sydstormfågel
Fulmarus glacialis             Northern Fulmar         Stormfågel
Thalassoica antarctica         Antarctic Petrel        Antarktispetrell
Daption capense                Cape Petrel             Brokpetrell
Pagodroma nivea                Snow Petrel             Ispetrell
Pseudobulweria rostrata        Tahiti Petrel           Tahitipetrell
Pseudobulweria becki           Beck's Petrel           Becks petrell
Pseudobulweria aterrima        Mascarene Petrel        Réunionpetrell
Pseudobulweria macgillivrayi   Fiji Petrel             Fijipetrell
Aphrodroma brevirostris        Kerguelen Petrel        Kerguelenpetrell
Pterodroma magentae            Magenta Petrel          Magentapetrell
Pterodroma macroptera          Great-winged Petrel     Långvingad petrell
Pterodroma lessonii            White-headed Petrel     Vithuvad petrell
Pterodroma incerta             Atlantic Petrel         Vitbukad petrell
Pterodroma solandri            Providence Petrel       Solanders petrell
Pterodroma neglecta            Kermadec Petrel         Kermadecpetrell
Pterodroma arminjoniana        Trindade Petrel         Trindadepetrell
Pterodroma heraldica           Herald Petrel           Heraldpetrell
Pterodroma atrata              Henderson Petrel        Hendersonpetrell
Pterodroma alba                Phoenix Petrel          Phoenixpetrell
Pterodroma ultima              Murphy's Petrel         Murphys petrell
Pterodroma mollis              Soft-plumaged Petrel    Sammetspetrell
Pterodroma feae                Fea's Petrel            Kap Verdepetrell
Pterodroma madeira             Zino's Petrel           Madeirapetrell
Pterodroma inexpectata         Mottled Petrel          Gråbukad petrell
Pterodroma cahow               Bermuda Petrel          Bermudapetrell
Pterodroma hasitata            Black-capped Petrel     Västindisk petrell
Pterodroma externa             Juan Fernandez Petrel   Chilepetrell
Pterodroma cervicalis          White-necked Petrel     Vithalsad petrell
Pterodroma baraui              Barau's Petrel          Baraus petrell
Pterodroma phaeopygia          Galapagos Petrel        Galapagospetrell
Pterodroma sandwichensis       Hawaiian Petrel         Hawaiipetrell
Pterodroma hypoleuca           Bonin Petrel            Boninpetrell
Pterodroma nigripennis       Black-winged Petrel       Kragpetrell
